product_id,mape_pct
P0001,13.918095293304896
P0002,19.662750636372092
P0003,22.55452386510756
P0004,20.45797373001898
P0005,12.165173291735783
P0006,11.00215422720722
P0007,42.884429932060435
P0008,16.349264831170277
P0009,10.976799587304681
P0010,15.832503864081115
P0011,12.372228240308662
P0012,16.121753204334244
P0013,12.600252410070206
P0014,27.477631529956508
P0015,10.837138940017239
P0016,22.257772861320866
P0017,19.411947308557945
P0018,19.255822152483162
P0019,17.212663470465802
P0020,9.615800143697886
P0021,19.970342841556647
P0022,16.694685660506806
P0023,13.531418880733472
P0024,11.738080450369944
P0025,11.69125875216717
P0026,18.52673322313146
P0027,13.678297441069503
P0028,11.476580331192078
P0029,25.1593303797221
P0030,12.895876469244302
P0031,9.734776677221886
P0032,8.606494307535904
P0033,17.05969079069035
P0034,19.570601449053527
P0035,15.00270112198777
P0036,13.343066102354289
P0037,24.615546395860136
P0038,8.922407726024943
P0039,27.42237804578172
P0040,13.693102881256172
P0041,10.382997263553863
P0042,12.98198658368481
P0043,8.3727211186497
P0044,11.567829345544599
P0045,7.926185456716435
P0046,33.62678581930284
P0047,15.260020118853697
P0048,10.343779352349772
P0049,15.100256629902113
P0050,10.636959485894542
P0051,15.102425902711273
P0052,26.893642878355845
P0053,15.236746119580536
P0054,9.717367701884116
P0055,17.683856387345983
P0056,29.029296449812776
P0057,34.75543866390814
P0058,35.05029533656056
P0059,15.5449522383576
P0060,26.8022159674277
